text,or_text
"Friends, earlier the women of Purnia used to cultivate cocoons from silkworms obtained from Mulberry trees, and received very nominal price for their produce, while merchants who bought this raw silk made huge profits by spinning it into silk yarn","ବନ୍ଧୁଗଣ, ପୂର୍ବରୁ ଏହି ଅଂଚଳର ମହିଳାମାନେ ତୁତ ଗଛ ବା ମଲବରୀ ଗଛରେ ରେଶମ ପୋକ ପାଳନ କରି ଖୋସା ସଂଗ୍ରହ କରୁଥିଲେ ଯୋଉଥିରୁ ସେମାନଙ୍କୁ ମାମୁଲି କିଛି ପଇସା ମିଳୁଥିଲା"
"But today, the women of Purnia have taken a new initiative that has changed the entire scenario",ଏବେ କିନ୍ତୁ ପୂର୍ଣ୍ଣିୟାର ମହିଳାମାନେ ଏକ ନୂତନ ପ୍ରୟୋଗ ଦ୍ୱାରା ଚିତ୍ରକୁ ସମ୍ପୂର୍ଣ୍ଣ ବଦଳେଇ ଦେଇଛନ୍ତି
These women formed mulberryproduction cooperatives with assistance from the Government,ଏହି ମହିଳାମାନେ ସରକାରଙ୍କ ସହଯୋଗରେ ମଲବରୀ ଉତ୍ପାଦନ ସମିତି ଗଠନ କଲେ
"After that, they spun silk yarn from the cocoons, and also started getting saris made with those threads",ତା'ପରେ ସେମାନେ ଖୋସାରୁ ରେଶମ ସୂତା ତିଆରି କରିବା ସଙ୍ଗେ ସଙ୍ଗେ ସେହି ସୂତାରୁ ଶାଢ଼ୀ ବୁଣିବା ଆରମ୍ଭ କରିଦେଲେ
You will be surprised to know that the very cocoons were sold for a nominal amount earlier; saris made from them are fetching thousands of rupees now,ଆପଣମାନେ ଜାଣି ଆଶ୍ଚର୍ଯ୍ୟ ହେବେ ଯେ ପ୍ରଥମେ ଯେଉଁ ଖୋସାକୁ ବିକ୍ରୟ କରି ଖୁବ୍ କମ୍ ପଇସା ମିଳୁଥିଲା ଆଜି ସେଥିରୁ ତିଆରି ଶାଢ଼ୀ ବିକ୍ରିକରି ସେମାନେ ହଜାର ହଜାର ଟଙ୍କା ରୋଜଗାର କରୁଛନ୍ତି
The Didis of the 'Adarsh Jeevika Mahila Mulberry Production Group' have performed miracles that are being witnessed across many villages,"""ଆଦର୍ଶ ଜୀବିକା ମହିଳା ମଲବରୀ ଉତ୍ପାଦନ ସମୂହ""ର ଦିଦିମାନେ ଯେଉଁ କମାଲ କରି ଦେଖାଇଲେ ତା'ର ପ୍ରଭାବ ଏବେ ଆଖପାଖ ଗ୍ରାମମାନଙ୍କରେ ମଧ୍ୟ ଦେଖାଗଲାଣି"
"The Farmer Didis of many villages of Purnia are not only getting saris produced, but are also selling them in big fairs by putting up their own stalls an example of how today's women fortified with new power, new thinking are achieving new targets",ପୂର୍ଣ୍ଣିୟାର ଅନେକ ଗ୍ରାମର କୃଷିଜୀବି ମହିଳାମାନେ ଆଜି ଖାଲି ଶାଢ଼ି ଉତ୍ପାଦନ କରୁନାହାଁନ୍ତି ବରଂ ବିଭିନ୍ନ ମେଳାମାନଙ୍କରେ ଷ୍ଟଲ୍ ଖୋଲି ସେଗୁଡ଼ିକୁ ବିକ୍ରୟ ମଧ୍ୟ କରୁଛନ୍ତି
"My dear countrymen, the entrepreneurship of women and daughters of our country, their courage, are a matter of pride for each one of us","ମୋର ପ୍ରିୟ ଦେଶବାସୀଗଣ, ଆମ ଦେଶର ମହିଳା ଆଉ ଝିଅମାନଙ୍କର ଉଦ୍ୟମ, ସେମାନଙ୍କର ସାହସ ଆମ ସମସ୍ତଙ୍କ ପାଇଁ ଗର୍ବର କଥା"
We find many such examples around us which illustrate the manner in which our daughters are breaking age old shackles and attaining new heights,ଆମର ଝିଅମାନେ ପୁରୁଣା ବନ୍ଧନକୁ ଛିନ୍ନକରି କେମିତି ନୂତନ ଶିଖରକୁ ଛୁଇଁପାରୁଛନ୍ତି ଏହାହିଁ ତା'ର ପ୍ରମାଣ
"I would particularly like to share with you, the achievement of twelveyearold daughter Kamya Karthikeyan",ଗୋଟିଏ ବାରବର୍ଷର ଝିଅ କାମ୍ୟା କାର୍ତିକେୟନଙ୍କ ଉପଲବ୍ଧି ବିଷୟରେ ମୁଁ ଆପଣମାନଙ୍କ ସହିତ ନିଶ୍ଚୟ ଚର୍ଚ୍ଚା କରିବାକୁ ଚାହିଁବି
"Kamya, at the age of just twelve years, has conquered Mount Aconcagua",ମାତ୍ର ବାରବର୍ଷ ବୟସରେ କାମ୍ୟା ମାଉଣ୍ଟ ଆକୋନକାଗୁଆ ଆରୋହଣ କରିବାର ଅସାଧ୍ୟ ସାଧନ କରିପାରିଛନ୍ତି
"This is the highest peak of the Andes Mountains in South America, which is about 7000 meters high",ଏହାହେଉଛି ଦକ୍ଷିଣ ଆମେରିକାସ୍ଥିତ ଆଣ୍ଡେସ୍‌ ପର୍ବତର ଉଚ୍ଚତମ ଶୃଙ୍ଗ ଯାହାର ଉଚ୍ଚତା ହେଉଛି ସାତହଜାର ମିଟର
"Every Indian will be touched by the fact that at the beginning of this month, when Kamya conquered the peak, the first thing she did was to hoist our tricolour there",ଏକଥା ପ୍ରତ୍ୟେକ ଭାରତୀୟଙ୍କ ହୃଦୟକୁ ସ୍ପର୍ଶ କରିବ ଯେ ଏଇ ମାସର ଆରମ୍ଭରେ କାମ୍ୟା ଏହି ଶୃଙ୍ଗ ଆରୋହଣ କରି ସର୍ବପ୍ରଥମେ ସେଠାରେ ଆମର ତ୍ରିରଙ୍ଗା ପତାକା ଉଡ଼ାଇଲେ
"I have also been told that Kamya, who has made the country proud, is now on a new mission, which is called 'Mission Saahas'","ମୋତେ ସୂଚନା ମିଳିଛି ଯେ ଦେଶପାଇଁ ଗୌରବ ଆଣିଥିବା କାମ୍ୟା ଏବେ ଏକ ନୂଆ ଅଭିଯାନ ଆରମ୍ଭ କରିଛନ୍ତି, ଯାହାର ନାଁ ହେଲା ""ମିଶନ ସାହସ"""
Under this she is trying to conquer the highest peaks of all the continents,ଏହି ମିଶନ ମାଧ୍ୟମରେ ସେ ପୃଥିବୀର ସମସ୍ତ ଉଚ୍ଚତମ ଶୃଙ୍ଗଗୁଡ଼ିକୁ ଆରୋହଣ କରିବାର ଲକ୍ଷ୍ୟ ରଖିଛନ୍ତି
"Also, under this mission she will also be skiing on North and South poles",ଏହି ଅଭିଯାନରେ ସେ ଉତ୍ତର ଓ ଦକ୍ଷିଣ ମେରୁରେ ସ୍କି ମଧ୍ୟ କରିବେ
I wish Kamya all the best for 'Mission Saahas',"ମୁଁ ""ମିଶନ ସାହସ"" ପାଇଁ କାମ୍ୟାଙ୍କୁ ମୋର ଶୁଭକାମନା ଜଣାଉଛି"
"By the way, Kamya's achievement also motivates everyone of us to stay fit",କାମ୍ୟାଙ୍କର ଏଇ ସଫଳତା ସମସ୍ତଙ୍କୁ ଫିଟ୍ ରହିବାର ପ୍ରେରଣା ବି ଦିଏ
Fitness has also contributed in great measure in Kamya's achieving great heights at such a young age,ଏତେ କମ୍ ବୟସରେ କାମ୍ୟା ଯେଉଁ ସଫଳତାର ଶିଖରକୁ ଛୁଇଁପାରିଛନ୍ତି ସେଥିରେ Fitnessର ଭୂମିକା ବେଶ୍ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ
"A Nation that is fit, will always be a nation that is a hit",ଅର୍ଥାତ୍ ଯେଉଁ ଦେଶ ଫିଟ୍‌ ଅଛି ସେ ସବୁବେଳେ ହିତ୍‌ ବି ରହିବ
By the way the oncoming months are very opportune for adventure sports,ଦେଖିବାକୁ ଗଲେ ଆଗାମୀ ମାସଗୁଡ଼ିକ ତ ଆଡଭେଞ୍ଚର ସ୍ପୋର୍ଟସ୍‌ ଦୁଃସାହସିକ କ୍ରୀଡ଼ା ପାଇଁ ବେଶ୍ ଉପଯୁକ୍ତ
The geography of India is such that it provides many opportunities for adventure sports in our country,"ଭାରତର ଭୌଗୋଳିକ ଅବସ୍ଥିତି ଏପରି ଯେ, ଏଠି ଦୁଃସାହସିକ କ୍ରୀଡ଼ା ପାଇଁ ଅନେକ ସୁଯୋଗ ରହିଛି"
"On the one hand, we have high mountains, on the other, there is a desert spread far and wide",ଗୋଟିଏ ଦିଗରେ ଉଚ୍ଚ ଉଚ୍ଚ ପର୍ବତ ଥିବାବେଳେ ଅନ୍ୟପାଖରେ ସୁଦୂର ବିସ୍ତୃତ ମରୁଭୂମି
"Similarly on the one hand we have a network of dense forests, on the other, there is an infinite expanse of the sea",ଗୋଟିଏ ପାଖ ଘଂଚ ଜଙ୍ଗଲରେ ପରିପୂର୍ଣ୍ଣ ତ ଅନ୍ୟ ପାଖରେ ଦିଗନ୍ତ ବିସ୍ତାରୀ ସମୁଦ୍ର
"Therefore, I make a special appeal to all of you to visit the place of your choice, pick up the activity of your interest and ensure integrating of your life with adventure",ତେଣୁ ମୁଁ ଆପଣମାନଙ୍କଠାରୁ ଆଶା କରେ ଯେ ଆପଣ ମଧ୍ୟ ନିଜ ପସନ୍ଦର ସ୍ଥାନ ଏବଂ ନିଜ ରୁଚି ଅନୁସାରେ କାର୍ଯ୍ୟ ସ୍ଥିର କରନ୍ତୁ ଆଉ ଜୀବନକୁ ଦୁଃସାହସିକ କ୍ରୀଡ଼ା ସହିତ ନିଶ୍ଚୟ ଯୋଡ଼ନ୍ତୁ
Shouldn't there always be adventure in life,ଦେଖିବାକୁ ଗଲେ ଆଗାମୀ ମାସଗୁଡ଼ିକ ତ ଆଡଭେଞ୍ଚର ସ୍ପୋର୍ଟସ୍‌ ଦୁଃସାହସିକ କ୍ରୀଡ଼ା ପାଇଁ ବେଶ୍ ଉପଯୁକ୍ତ
"And on top of that friends, after knowing the success story of our twelveyearold daughter Kamya, you will be astonished, once you hear the success story of 105yearold Bhagirathi Amma",ଜୀବନରେ ଦୁଃସାହସ ରହିବା ବି ଦରକାର ନା! ବନ୍ଧୁଗଣ ବାରବର୍ଷ ବୟସ୍କା କାମ୍ୟାର ସଫଳତା ପରେ ଆପଣ ଯେତେବେଳେ ଶହେ ପାଞ୍ଚ ବର୍ଷ ବୟସ୍କା ଭାଗିରଥି ଆମ୍ମାଙ୍କ ସଫଳତାର କାହାଣୀ ଶୁଣିବେ ଆପଣ ଆଶ୍ଚର୍ଯ୍ୟ ହୋଇଯିବେ
"Friends, if we wish to progress in life, develop ourselves, wish to achieve something in life, the first precondition for that is the student within us must never die","ବନ୍ଧୁଗଣ ଆମେ ଯଦି ଜୀବନରେ ପ୍ରଗତି କରିବାକୁ ଚାହିଁବା, ବିକାଶ କରିବାକୁ ଚାହିଁବା, କିଛି କରିବାକୁ ଚାହିଁବା ତେବେ ତା'ର ପ୍ରଥମ ସର୍ତ ହେଲା ଆମ ଭିତରର ବିଦ୍ୟାର୍ଥୀକୁ କେବେ ବି ମରିବାକୁ ଦେବାନାହିଁ"
"Our 105 year old Bhagirathi Amma, also gives us this inspiration",ଶହେପାଞ୍ଚ ବର୍ଷ ବୟସ୍କା ଭାଗୀରଥି ଆମ୍ମା ଆମକୁ ଏହି ପ୍ରେରଣା ଦିଅନ୍ତି
"Now you would be wondering, who Bhagirathi Amma is",ଏବେ ଆପଣମାନେ ଭାବୁଥିବେ ଯେ ଏହି ଭାଗୀରଥି ଆମ୍ମା କିଏ? ଭାଗୀରଥି ଆମ୍ମା କେରଳର କୋଲ୍ଲମରେ ରହନ୍ତି
Bhagirathi Amma lives in Kollam in Kerala,ଏବେ ଆପଣମାନେ ଭାବୁଥିବେ ଯେ ଏହି ଭାଗୀରଥି ଆମ୍ମା କିଏ? ଭାଗୀରଥି ଆମ୍ମା କେରଳର କୋଲ୍ଲମରେ ରହନ୍ତି
She lost her mother when she was very young,ଖୁବ ପିଲାଦିନେ ସେ ତାଙ୍କ ମା'ଙ୍କୁ ହରାଇଥିଲେ
"Soon after her marriage at a young age, she lost her husband as well",ବହୁତ କମ୍ ବୟସରେ ବିବାହ କରି ସ୍ୱାମୀଙ୍କୁ ମଧ୍ୟ ହରାଇଦେଲେ
"But Bhagirathi Amma did not let go of her courage, did not lose her spirit",କିନ୍ତୁ ଭାଗୀରଥି ଆମ୍ମା ତାଙ୍କର ଧୈର୍ଯ୍ୟ ଓ ସାହସ ହରାଇନଥିଲେ
She had to quit school before she was 10yearsold,10 ବର୍ଷରୁ କମ୍ ବୟସରେ ତାଙ୍କୁ ସ୍କୁଲ ଛାଡ଼ିବାକୁ ପଡ଼ିଥିଲା
She restarted her school education at the age of 105,କିନ୍ତୁ 105 ବର୍ଷ ବୟସରେ ସେ ପୁଣି ସ୍କୁଲରେ ପଢ଼ିବା ଆରମ୍ଭ କଲେ
She started studying again,ଆମ୍ମା ଏବେ ଆହୁରି ଆଗକୁ ପଢ଼ିବାକୁ ଚାହୁଁଛନ୍ତି
"In spite of her advanced age, Bhagirathi Amma wrote her level 4 exam...and then eagerly awaited her results",ଏତେ ଅଧିକ ବୟସ ହୋଇଥିବା ସତ୍ୱେ ଭାଗୀରଥି ଆମ୍ମା Level4 ପରୀକ୍ଷା ଦେଲେ ଏବଂ ଅତି ଉତ୍ସୁକତାର ସହିତ ପରୀକ୍ଷାଫଳକୁ ଅପେକ୍ଷା କଲେ
She scored 75 percent in her exams,ଏଇ ପରୀକ୍ଷାରେ ସେ 75 ପ୍ରତିଶତ ନମ୍ବର ରଖି ଉତୀର୍ଣ୍ଣ ହେଲେ
"Not just that, she scored cent per cent marks in Mathematics","ଖାଲି ସେତିକି ନୁହେଁ, ଗଣିତରେ ତ ସେ 100ରୁ 100 ନମ୍ବର ରଖିଲେ"
Amma now wants to continue her studies; wants to appear for higher exams,ଆମ୍ମା ଏବେ ଆହୁରି ଆଗକୁ ପଢ଼ିବାକୁ ଚାହୁଁଛନ୍ତି
It's obvious that people like Bhagirathi Amma are the strength of this country; a great source of inspiration for all of us,"ଏଥିରୁ ପ୍ରମାଣିତ ଯେ ଭାଗିରଥି ଆମ୍ମାଙ୍କ ଭଳି ଲୋକମାନେ ହେଲେ ଏ ଦେଶର ଶକ୍ତି, ଏକ ବହୁତ ବଡ଼ ପ୍ରେରଣାର ଉତ୍ସ"
Today I specially salute Bhagirathi Amma,ମୁଁ ଆଜି ଭାଗୀରଥି ଆମ୍ମାଙ୍କୁ ବିଶେଷ ଭାବେ ପ୍ରଣାମ କରୁଛି
"Friends, our courage, our determination during adverse circumstances in life can help us completely alter the situation","ବନ୍ଧୁଗଣ, ଜୀବନର ବିପରୀତ ପରିସ୍ଥିତିରେ ଆମର ଧୈର୍ଯ୍ୟ ଆଉ ଆମର ଇଚ୍ଛାଶକ୍ତି ଯେକୌଣସି ସ୍ଥିତିକୁ ବଦଳାଇ ଦେଇଥାଏ"
"Recently, I read one such story in the media, which I would surely like to share with you",ଏଇ କିଛିଦିନ ତଳେ ମୁଁ ଗଣମାଧ୍ୟମରେ ଏଭଳି ଏକ କଥା ପଢ଼ିଲି ଯାହା ମୁଁ ଆପଣମାନଙ୍କୁ ଜଣାଇବାକୁ ଚାହେଁ
This is the story of Salman who lives in Hamirpur village of Moradabad,ଇଏ ହେଲା ମୁରାଦାବାଦର ହମୀରପୁରରେ ରହୁଥିବା ସଲମାନଙ୍କ କଥା
Salman is divyang by birth,ସଲମାନ ହେଉଛନ୍ତି ଜନ୍ମରୁ ଦିବ୍ୟାଙ୍ଗ
He is unable to stand on his feet,ତାଙ୍କର ଗୋଡ଼ ଦୁଇଟି ଅଚଳ
"Despite this hardship, he hasn't lost hope, and decided to start his own business","ଏଭଳି କଠିନ ପରିସ୍ଥିତିରେ ମଧ୍ୟ ସେ ହାରିଲେନି, ବରଂ ନିଜେ ନିଜର କାମ ଆରମ୍ଭ କରିବାର ସିଦ୍ଧାନ୍ତ ନେଲେ"
"On top of that, he resolved to help other divyang people people too",ତା'ସଙ୍ଗେ ସଙ୍ଗେ ସେ ନିଜଭଳି ଅନ୍ୟ ଦିବ୍ୟାଙ୍ଗ ସାଥିମାନଙ୍କୁ ସାହାଯ୍ୟ କରିବାକୁ ମଧ୍ୟ ସ୍ଥିର କଲେ
"And soon enough, Salman started manufacturing slippers and detergent in his village itself",ସଲମାନ ନିଜ ଗାଁରେ ଚପଲ ଆଉ ଡିଟରଜେଂଟ ତିଆରି କରିବାର କାମ ଆରମ୍ଭ କଲେ
"And in no time, 30 divyang people joined him",ଦେଖୁ ଦେଖୁ ତାଙ୍କସହିତ ଆଉ ତିରିଶଜଣ ଦିବ୍ୟାଙ୍ଗ ସାଥି ଯୋଗଦେଲେ
"Do also note, that while Salman himself found it difficult to walk, he decided to manufacture slippers, that help others walk easily",ଆପଣମାନେ ଲକ୍ଷ୍ୟ କରନ୍ତୁ ତ! ସଲମାନ ନିଜେ ଚାଲିବା ପାଇଁ ଅକ୍ଷମ ଥିଲେ କିନ୍ତୁ ସେ ଅନ୍ୟମାନଙ୍କ ଚାଲିବାକୁ ସୁଗମ କରିବା ପାଇଁ ଚପଲ ତିଆରି କରିବା ପାଇଁ ନିଷ୍ପତ୍ତି ନେଲେ
The important thing is that Salman trained his divyang colleagues himself,ବଡ଼କଥା ହେଲା ସଲମାନ ନିଜେ ସାଥୀ ଦିବ୍ୟାଙ୍ଗମାନଙ୍କୁ ପ୍ରଶିକ୍ଷଣ ଦେଲେ
"Now all of them jointly not only manufacture the products, but also market them",ଏବେ ସେମାନେ ସମସ୍ତେ ମିଶି ଉତ୍ପାଦନ କରିବା ସଙ୍ଗେ ସଙ୍ଗେ ମାର୍କେଟିଂ ବି କରୁଛନ୍ତି
"By dint of their hard work, they not only ensured employment for themselves, but also turned their venture into a profitmaking one",ନିଜର ପରିଶ୍ରମ ବଳରେ ଏହି ଲୋକମାନେ ନିଜ ରୋଜଗାର ସୁନିଶ୍ଚିତ କରିବା ସଙ୍ଗେ ସଙ୍ଗେ ତାଙ୍କ କମ୍ପାନୀକୁ ମଧ୍ୟ ଲାଭଜନକ ସ୍ଥିତିରେ ପହଂଚାଇପାରିଛନ୍ତି
"Today, all of them together manufacture 150 pairs of slippers a day",ଏବେ ସେମାନେ ମିଳିମିଶି ଦିନକୁ ଶହେପଚାଶ ହଳ ଚପଲ ତିଆରି କରିପାରୁଛନ୍ତି
